sakai_id,ind_tiene_contenido,ind_entrega_tarea,ind_tiene_notificaciones,ind_notificaciones_mail,ind_tiene_mensajes,ind_lee_mensajes,ind_activ_nuevo_mensaje,ind_activ_respuesta_mensaje,ind_usa_imagen_oficial,ind_mostrar_feed,ind_status_online,ind_notificac_examen,ind_notificac_tareas,ind_conexion,num_total_visitas,ind_al_menos_un_aprobado,ind_todo_aprobado
14c0bb98-c5d1-437c-92b6-3d13df37aaaa,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
0d774e44-a3a1-4cd5-9aca-e8649164deb0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
0224b4cc-6966-4c3c-8f70-7d3a6d992064,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
002e2180-e984-4018-a364-b29a4722470c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
0dd60d40-5e9e-403d-b9ea-7ba8a3db9d21,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0d45d523-a61b-4e0a-b675-a4c3bb2cf92c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
00e2f69d-0894-45a0-a324-e5c0ac4a5e87,1,1,1,1,1,1,1,1,0,1,0,1,1,1,4,1,1
14efebfa-8512-4a93-bf2f-e248c4ba61e3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0ff376ee-f650-43e1-bb84-f2f58d299810,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,0
0dc542a8-3711-4353-b6f4-43e29953552d,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1
0a60410d-d7a5-4d64-9a43-8d2823a2f463,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
0fbe3a70-a719-426e-a713-d70daef3932d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
05e58f6a-76b2-4516-8c45-3e9b1e871a5e,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
0fb61dc3-3ba5-4b4c-8402-a194ac928e72,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
159ee194-82ea-495b-af52-4051c3d3e3d7,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
118df4a3-1c18-466e-89aa-8cd84d9cbef5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
0d7b90c9-dd7d-492d-a2ab-245d5f9629bb,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1
105bda90-34c5-4c83-9edc-0ea83ec8c46c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
149f77a0-7a8a-4560-a666-10bd6954e3bc,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,0
070ff2af-bd8e-4d63-aa82-0374022ebbad,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
086d1879-172d-420a-9d18-0e1332e6aa3b,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0ede361a-f579-47e6-aa69-f3621daa91c8,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
10838b69-7dd9-4e05-9856-29050abaa9a3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
11dd0354-73cd-48bf-a5f9-9ee7a600fd67,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
11b7078d-0033-453b-9f8d-d1957f4a3a37,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,0
00888f5a-d5ca-44aa-9738-5f272df8abc9,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
0714361c-1eb8-4600-9283-853724851420,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
11ee1845-0dd6-4cd1-bdb0-66d91d805e08,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
093738b6-e283-4a88-8c7c-a3cca491f76e,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
15522974-1949-4829-8d5c-995e5ea9a692,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,0
09088ce1-b0dc-46af-9ea8-f70a10fbf93c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0aaa9722-1030-4275-83e7-6cef3da76ec4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
034d7488-6e17-4f66-9be2-b51c437aac73,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
0d7622da-8fd2-44a8-b0e4-13b7c5024821,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
092aaeb4-5d82-407f-8d3e-b6c7e9f7343f,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0
10f4335f-207c-4fa5-a2d3-4c4da6d5a312,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
051e6364-d90a-4a03-a698-303d61ca843d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
10691e34-0628-4419-83ca-0f4165b946ab,1,1,1,1,1,1,1,1,0,0,0,1,1,1,4,1,1
134b077b-687b-4ee6-ac76-dddb46c5b0ea,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
06ce4f0a-07bc-4e3e-9cbf-87644f07b6f8,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
10dda9f5-1858-4ea0-9729-ac97472f293d,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0
11e279a9-998d-4123-8a55-c693bfbd4b21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
0d1cdb1f-bab3-45b5-9349-d1df659fc590,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1
133d8cf2-c42f-49c6-93a1-5e91ee7de548,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
1212b69b-ceed-4e17-a69e-13a66672323f,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
0924309f-149d-4701-bdd9-b01ecb7f294d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
148ab5e2-3fc6-46fc-8565-c45af4685b75,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
1506e6cb-d9d7-46b6-b9c8-cc2614af9b1c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
1588f98e-86f1-4567-a054-840a1cb19aef,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
0bfe0432-7a30-4ff3-8f35-a6a6b444cfa4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
1391614d-732e-42c3-8e82-e7e760abff7a,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0
12febf13-bb88-46a2-bf69-8ada186890e6,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
10cccd63-2052-4766-84fa-0d396b7e1a60,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
02941081-4ba4-4edd-a150-69c96d502734,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
07108789-6ff5-4d44-b09b-fd3def97cbb8,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
10e6a829-a21f-42d3-bcf6-97d665968b71,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
01171376-6848-4c0b-9e8b-787b36a059fd,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
07379b6c-876c-4ab4-a947-6d7d1b5017c3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
07a92d1a-1e62-472d-8bc1-ef88895935fa,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
08c5804f-d376-4f41-8052-83a0ff57f48c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
08dda97d-225d-4042-beb4-8cb7ef7514b5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
0a3a99c9-af3b-4d9a-a131-8d333b667d2b,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0a590c9e-a44b-45ba-a619-5191b20ebd2d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
12a1a18b-f3bd-449e-976c-9b00dfaf6ba5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
142142d8-9ccc-4c3f-bf32-1a1e2e5d630b,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
153460aa-2781-476a-8262-4bcb0ba113f7,1,1,1,1,1,1,0,0,0,1,1,0,0,1,4,1,1
0e770076-4229-4145-92e8-c3d465850ef4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
114f4124-87b0-4a6a-92a9-683b3b64a7b5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
0d73436e-7e79-4245-b5b6-a3fbc90f9168,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
06def57b-2661-44a9-9c18-ad55b4dfa068,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
06860fbb-fb8b-462e-b78f-b6e4d4fb5255,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
10eaa4ae-bebf-46f3-b0c5-fb3a28a913b8,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
063a6d93-2e62-4e52-97c0-2316d3e151d9,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
154ba522-46db-4628-a46c-f705e552e2e5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
15afed7b-c8eb-4c99-8f7b-5da01a31b217,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
15996ccd-4bf7-4858-9249-6bd21afa516a,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
0f50d718-d430-4ed3-bd8b-c2abbc2ee3b1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
15bb8fcb-feed-4813-a8e6-4eef3ce4baeb,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
15f9dfda-77c8-4c73-8d85-b0bcf1ce52b7,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
0269733a-1865-449c-bbcc-f0f23d65b35f,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
09a7e877-94ee-4577-8580-4733cd62b436,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0dcb71e8-c2a8-4978-bc3f-509c5e4b59e0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1
12ac56c1-f4c5-401f-b358-714db34736f8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1
04a5d097-f8ca-480c-8663-e492a6523d17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,0
0c382fcd-a244-4a3a-bf78-b21dcfc7dd7a,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1
01d48344-f46c-45d6-a3a2-ad9f31a822c0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
10614952-f73c-440e-b355-0c784622f33f,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
0f12e576-4c9b-4254-9c27-116dc668f01f,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
0016cdfc-a19f-4cba-a972-b953fa6fc525,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
0b4daf86-f5b3-4da7-b1da-911adabe6b01,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0df4f4de-0995-4394-857f-1d803ed1f2aa,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
0e9b0cf5-f29f-4f78-8b11-fe272f55f8c1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
125cc2e7-2350-404a-8aa4-2dae233d8090,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1
069552a6-b6ba-471b-9c06-86a1b39a05e1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
138b1dc7-1898-4588-a5a8-7e2382a684f0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
05824137-a84c-4778-9db4-67c049133ac8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
153ecf45-7032-4c3c-92b1-748a8f32e9a4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
09ddbcfb-b50a-48f9-94f7-b6ec2b31155c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
0a57d27e-d3c4-432f-8b39-552569679743,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
13a33c60-ce7f-40ce-9a2a-635bc03068e7,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1
14b622d5-1c99-4ad3-b172-326265a0c0c4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
078c6538-6ee6-4723-baad-92b54e7ecd8a,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
08828675-e248-4ab7-b22d-5190a5ea2974,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
0d7c04f0-de8e-4b15-9c7a-68cfa26e6b25,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
12a1620e-18f5-4bc3-8488-68ed036dd04d,1,1,1,1,1,1,0,0,0,1,1,1,1,1,6,1,0
0da8e46e-e09a-41bd-a0d8-aa2313b45ea8,1,1,1,1,1,1,1,1,0,0,0,1,1,1,6,1,1
139a3b7c-033f-43af-8d2f-3d3bfec0646c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
073fa029-0163-4786-a937-9cf04332ddbd,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
123711c1-3716-4edd-bc08-55e3d951c8f5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
0e42c5f5-987f-4a3d-8274-68acd640ebbf,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1
06fc7483-1d76-493a-8520-928b74c199ca,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
0fd26d3d-dcb0-438f-a2bd-44e68dc394c7,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
08382ff6-fd87-4dce-ab97-3ec3b310bb85,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0
0973ca19-8857-4d33-b433-d6bf51b679e3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1
094ee1cc-f398-4cf6-b6e0-096b74f309d7,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
11207cfb-e669-4f36-94bc-b0c36e220b3c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
13edb410-daff-4759-89cb-27c9e757e22c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
14dda0b1-2ce5-40a8-8fa3-c6d0698926c8,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
0af59dc0-b25e-451b-9a99-8ccf6d165e8c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
011b7731-9a83-4e84-a8c7-4716d4cb4cc4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
01d80040-80a6-4ccd-aae4-37a7b29b1c5c,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
08a81b63-e961-4faa-b850-ceac52f9aac7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
156588f3-415d-4487-aefd-ae6d9e8372f5,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
1616f582-4345-402a-adbb-89bb5f3c3baf,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
016fd9ee-d590-463a-a91b-50862227436b,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1
03803c97-ee2b-4ecb-8d15-7535d72f0904,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1
0d4ee965-f973-4012-a415-28db01f59552,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
10e149fd-a4d8-4955-9aa1-d19033a7ebb3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
11ff47f6-fe0b-4971-8d5c-54f3dfd5e636,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
1309203e-5f6d-4b93-b0f2-b7ff33a7e424,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
16053d83-61fa-4ea0-b180-87ced459a342,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0
15139c69-41c4-42c2-9cd4-b1e545c15785,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,0
020bb31b-c005-49be-8472-9bad5bdf7f67,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
117d09cb-6abc-4a88-b98b-9f0a6c165039,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
124e534f-d913-43aa-9c9c-b7c933337a4d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
144fc8cd-a6d6-45ac-9d3d-5ed71b43bcc1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
0220e59e-58a0-4543-a4fc-639cd3e3df83,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1
0306ce1a-24cf-4101-b37a-0a955ce7918d,1,1,1,1,1,1,1,1,0,1,1,0,1,1,6,1,1
089cba7d-efd6-4418-8524-3acf14cfcefd,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
0b1d9093-8f1a-4237-8967-7ba46ba34ea6,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
0beb18e1-c02e-4f84-8ee2-7ac35c85353d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
0d31cccf-0f89-4aca-a94a-c2c18e6d60c9,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
15e0f434-b635-42be-8c20-723ebbadf5ab,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,0
08c34730-372b-4dab-8bef-85b296df9233,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
03c35ad8-145b-405c-af57-191dd7f376bc,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
0530c8ac-a930-4341-90c1-4bd4b91c140d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
05da3117-0203-4f8b-bac2-5193520bdd99,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
093ee2c9-7bc5-454c-961e-d4061028f6ca,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
09c1e44f-11fb-4d24-8c81-85834cb391b1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0
02909a26-c134-478b-af4b-81c0d1daac23,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1
04e560dd-dcf5-4493-9089-351b34935762,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
08e25df8-d217-499a-8652-6e79d2a05015,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1
0db913e4-cb0f-4466-9100-f3c840593ee2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,0
076e15a1-acb8-4f3a-b34a-42d8d21b8899,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,0
0004ed62-90c8-48aa-8e4d-1f30fd6f0835,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,0
019044aa-4fb8-48ce-9646-3788cc8ab207,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1
046a1796-f44c-4c5c-a7b4-780e8d19bd1d,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1
0af6e9d6-d156-4e68-b9c5-4ca66611b93a,1,1,1,1,1,1,0,0,0,1,1,0,0,1,4,1,1
0f5ca6ca-d35a-458d-bb9f-0992bdb11a46,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
12155c2c-4a6a-481d-816a-09b9d135493d,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
02d26bca-3913-4d84-9534-9cbd0bbf93d9,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1
12245441-bf4b-451e-a85d-77d310811e92,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1
034b6ad3-6b27-430a-bf83-758290f23789,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,0
075d1521-eb80-4261-8de2-54758be7a869,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1
